Date,Day,Month,Year,DayOfWeek,WeekofMonth,WeekOfYear,isWeekend,isHoliday,HolidayDesc,PolicyFlag,PCOP_SUM,PCOP_IFS,PCOP_CS,PCOP_LS,PCOP_LSS,PCOP_FS,PCOP_FSS,PCOP_SS33_55_88_CS,PCOP_SS33_55_88_FS,PCOP_SS33_55_88_FSS,PCOP_SS33_55_88_IFS,PCOP_SS33_55_88_LS,PCOP_SS33_55_88_LSS,PCOP_SS33_55_88_Sum,PCOP_SSS1_CS,PCOP_SSS1_CTS,PCOP_SSS1_FS,PCOP_SSS1_FSS,PCOP_SSS1_IFS,PCOP_SSS1_LS,PCOP_SSS1_LSS,PCOP_SSS1_Sum,PCOP_SSS2_CS,PCOP_SSS2_CTS,PCOP_SSS2_FS,PCOP_SSS2_FSS,PCOP_SSS2_IFS,PCOP_SSS2_LS,PCOP_SSS2_LSS,PCOP_SSS2_Sum,PCOP_SSS3_CS,PCOP_SSS3_CTS,PCOP_SSS3_FS,PCOP_SSS3_FSS,PCOP_SSS3_IFS,PCOP_SSS3_LS,PCOP_SSS3_LSS,PCOP_SSS3_Sum,PCOP_SSS0_CS,PCOP_SSS0_CTS,PCOP_SSS0_FS,PCOP_SSS0_FSS,PCOP_SSS0_IFS,PCOP_SSS0_LS,PCOP_SSS0_LSS,PCOP_SSS0_Sum,PCOP_SS22_CS,PCOP_SS22_CTS,PCOP_SS22_FS,PCOP_SS22_FSS,PCOP_SS22_IFS,PCOP_SS22_LS,PCOP_SS22_LSS,PCOP_SS22_Sum,PCOP_SS80_CS,PCOP_SS80_CTS,PCOP_SS80_FS,PCOP_SS80_FSS,PCOP_SS80_IFS,PCOP_SS80_LS,PCOP_SS80_LSS,PCOP_SS80_Sum,PCOP_SS60_CS,PCOP_SS60_CTS,PCOP_SS60_FS,PCOP_SS60_FSS,PCOP_SS60_IFS,PCOP_SS60_LS,PCOP_SS60_LSS,PCOP_SS60_Sum,PCOP_SS77_CS,PCOP_SS77_FS,PCOP_SS77_FSS,PCOP_SS77_IFS,PCOP_SS77_LS,PCOP_SS77_LSS,PCOP_SS77_Sum,SS22_CS,SS22_FS,SS22_FSS,SS22_IFS,SS22_LS,SS22_LSS,SS33_CS,SS33_FS,SS33_FSS,SS33_IFS,SS33_LS,SS33_LSS,SS55_CS,SS55_FS,SS55_FSS,SS55_IFS,SS55_LS,SS55_LSS,SS60_CS,SS60_FS,SS60_FSS,SS60_IFS,SS60_LS,SS60_LSS,SS77_CS,SS77_FS,SS77_FSS,SS77_IFS,SS77_LS,SS77_LSS,SS80_CS,SS80_FS,SS80_FSS,SS80_IFS,SS80_LS,SS80_LSS,SS88_CS,SS88_FS,SS88_FSS,SS88_IFS,SS88_LS,SS88_LSS,SSS0_CS,SSS0_FS,SSS0_FSS,SSS0_IFS,SSS0_LS,SSS0_LSS,SSS1_CS,SSS1_FS,SSS1_FSS,SSS1_IFS,SSS1_LS,SSS1_LSS,SSS2_CS,SSS2_FS,SSS2_FSS,SSS2_IFS,SSS2_LS,SSS2_LSS,SSS3_CS,SSS3_FS,SSS3_FSS,SSS3_IFS,SSS3_LS,SSS3_LSS,SSSA_IFS,SSSH_FSS,SSYY_CS,SSYY_FS,SSYY_FSS,SSYY_IFS,SSYY_LS,SSYY_LSS,ASBCU_SUM,ASBCU_CS,ASBCU_IFS,ASBCU_FS,ASBCU_FSS,ASBCU_LS,ASBCU_LSS,ASBCU_VL99CS,ASBCU_VL99FS,ASBCU_VL99FSS,ASBCU_VL99IFS,ASBCU_VL99LS,ASBCU_VL99LSS,ASBCU_SUM_VL99,PSBCU_SUM,PSBCU_IFS,PSBCU_CS,PSBCU_LS,PSBCU_LSS,PSBCU_FS,PSBCU_FSS,PSBCU_IFS-CS,PSBCU_FS-FSS,PSBCU_LS-LSS
10/25/2016,25,10,2016,2,5,43,0,0,,0,1424,109,123,164,164,244,620,6,5,5,,1,6,23,123,0,244,620,109,164,164,1424,61,0,120,300,53,80,80,694,62,0,124,320,56,84,84,730,103,0,204,520,92,137,137,1193,110,0,218,547,98,145,145,1263,93,0,184,472,82,124,124,1079,103,0,204,520,92,137,137,1193,0,0,0,0,0,0,0,3,,1,,1,3,,,1,,1,1,1,,,,1,1,,,1,,,1,,,,,,,1,4,6,,,1,,1,1,2,,1,,,1,1,1,,11,24,59,5,9,19,5,,7,,4,4,1,2,2,,1,,,,,,,,,,189,22,8,31,79,18,31,2,,,,,,2,,,,,,,,0,0,0
10/26/2016,26,10,2016,3,5,43,0,0,,0,1429,110,124,164,164,246,621,5,6,10,,9,5,35,124,0,246,621,110,164,164,1429,61,0,120,297,53,79,79,689,63,0,126,324,57,85,85,740,105,0,208,528,94,139,139,1213,111,0,220,548,99,145,145,1268,95,0,188,480,84,126,126,1099,105,0,208,528,94,139,139,1213,0,0,0,0,0,0,0,,1,1,,,2,1,1,,,1,1,2,1,2,1,1,,1,1,3,,,,,,,,,,3,1,6,,1,4,,1,4,1,,3,1,,,1,,,10,14,42,3,9,7,,3,7,1,1,2,3,1,5,1,2,2,,,,,,,1,,160,21,8,24,70,16,21,6,,,8,1,3,18,,,,,,,,0,0,0
10/27/2016,27,10,2016,4,5,43,0,0,,0,1497,115,129,172,172,256,653,7,6,8,,2,6,29,129,0,256,653,115,172,172,1497,63,0,124,310,55,82,82,716,66,0,132,343,60,90,90,781,110,0,218,556,99,146,146,1275,112,0,222,557,100,147,147,1285,97,0,192,495,86,130,130,1130,110,0,218,556,99,146,146,1275,0,0,0,0,0,0,0,,1,3,1,1,4,,,1,,,1,1,,3,,,,,,2,,,,,,,,,,2,2,7,,2,3,,1,2,,1,,,,4,,,,12,16,59,9,13,8,3,5,12,,2,2,,3,2,1,,,,,,,,,,,189,18,11,28,95,19,18,3,1,,10,,,14,,,,,,,,0,0,0
10/28/2016,28,10,2016,5,5,43,0,0,,0,1504,115,130,173,173,258,655,9,12,4,1,7,4,37,130,0,258,655,115,173,173,1504,64,0,126,318,56,84,84,732,66,0,132,337,59,89,89,772,108,0,214,541,96,144,144,1247,115,0,228,572,102,151,151,1319,98,0,194,493,86,131,131,1133,108,0,214,541,96,144,144,1247,0,0,0,0,0,0,0,1,,2,1,,3,,,1,1,1,,2,2,,1,2,3,,,2,,,2,,,,,,,4,3,7,,3,,1,,2,,2,,,,2,1,,,11,20,52,4,4,12,2,4,14,2,4,1,3,2,7,2,,2,,,,1,,,,,196,24,12,32,89,16,23,,,,,,,,,,,,,,,0,0,0
10/29/2016,29,10,2016,6,5,43,1,1,Deepavali,0,1479,112,129,169,169,255,645,5,5,8,1,4,4,27,129,0,255,645,112,169,169,1479,64,0,126,312,54,83,83,722,65,0,129,333,58,86,86,757,108,0,213,538,94,141,141,1235,114,0,225,563,99,149,149,1299,97,0,191,485,83,127,127,1110,108,0,213,538,94,141,141,1235,0,0,0,0,0,0,0,,,2,,,1,,1,1,,,,2,1,,1,3,2,,,4,,,2,,,,,,,1,3,10,,1,1,1,,,,1,,,,3,1,2,1,11,19,74,7,8,22,3,4,8,1,,2,5,1,5,,1,2,,,,,,,,,218,23,10,29,107,16,33,,,1,,1,1,3,,,,,,,,0,0,0
10/30/2016,30,10,2016,7,5,43,1,0,,0,1450,109,125,168,168,248,632,7,7,2,2,11,5,34,125,0,248,632,109,168,168,1450,66,0,130,330,56,88,88,758,59,0,118,302,53,80,80,692,100,0,198,499,87,133,133,1150,113,0,224,566,99,151,151,1304,89,0,176,444,76,118,118,1021,100,0,198,499,87,133,133,1150,0,0,0,0,0,0,0,,1,3,,1,2,1,,1,,,,,1,2,,3,1,,1,2,1,,1,,,,,,,1,2,6,1,2,5,,,,,1,1,,,,,,,14,17,57,5,8,15,2,1,9,3,3,,,1,14,1,1,1,,,,,,,,,192,18,11,24,94,19,26,1,,,,,,1,,,,,,,,0,0,0
10/31/2016,31,10,2016,1,6,44,0,0,,0,1411,107,122,163,163,242,614,6,8,25,2,4,8,53,122,0,242,614,107,163,163,1411,63,0,124,311,54,84,84,720,59,0,118,303,53,79,79,691,101,0,200,505,89,134,134,1163,110,0,218,548,97,147,147,1267,90,0,178,451,78,119,119,1035,101,0,200,505,89,134,134,1163,0,0,0,0,0,0,0,1,,8,,,1,,1,1,,,1,,1,5,,1,,,,,2,1,1,,,,,,,,2,1,,2,3,,,5,,2,1,,,,,1,,9,20,66,8,11,15,,,6,1,,2,1,2,8,,,1,,,,,,,,,191,11,11,26,100,18,25,,,,,,,,,,,,,,,0,0,0
11/1/2016,1,11,2016,2,1,44,0,0,,0,1386,104,119,161,161,236,605,4,6,13,,10,11,44,119,0,236,605,104,161,161,1386,62,0,122,310,53,83,83,713,57,0,114,295,51,78,78,673,98,0,194,494,86,131,131,1134,107,0,212,539,94,144,144,1240,87,0,172,439,75,116,116,1005,98,0,194,494,86,131,131,1134,0,0,0,0,0,0,0,2,2,3,,,2,,,3,,1,1,,3,6,2,5,4,,1,3,1,1,,,,,,,,2,2,5,2,1,,,,,,2,1,1,,5,1,,,7,17,63,3,8,12,,8,8,,1,1,1,3,10,,1,1,,,,,,,,,206,13,9,36,106,20,22,,,,,,,,,,,,,,,0,0,0
11/2/2016,2,11,2016,3,1,44,0,0,,0,1377,104,119,159,159,235,601,3,3,11,,4,14,35,119,0,235,601,104,159,159,1377,63,0,124,312,54,83,83,719,56,0,111,289,50,76,76,658,98,0,193,492,86,130,130,1129,107,0,211,535,94,142,142,1231,87,0,171,437,75,115,115,1000,98,0,193,492,86,130,130,1129,0,0,0,0,0,0,0,1,2,5,,,1,,,,,,,,,1,,,,,1,3,,1,,,,,,,,,,12,,1,3,1,,,,1,,,1,1,,,,5,15,44,3,1,11,2,4,11,1,1,,,7,5,1,4,3,,,,,,,,,153,9,5,30,82,9,18,,,,,,,,,,,,,,,0,0,0
11/3/2016,3,11,2016,4,1,44,0,0,,0,1425,108,123,164,164,243,623,6,3,8,,4,11,32,123,0,243,623,108,164,164,1425,63,0,124,311,54,83,83,718,60,0,119,312,54,81,81,707,102,0,201,514,90,135,135,1177,108,0,213,541,95,144,144,1245,90,0,177,456,78,119,119,1039,102,0,201,514,90,135,135,1177,0,0,0,0,0,0,0,1,3,4,,1,2,,2,,,1,1,,,3,1,1,2,1,2,3,1,2,,,,,,,,1,5,6,,2,1,1,,2,,,1,1,1,4,,,,5,8,46,5,8,4,1,3,12,2,3,4,1,4,7,1,3,1,,,,,,,,,174,12,10,28,87,21,16,,,,,,,,,,,,,,,0,0,0
11/4/2016,4,11,2016,5,1,44,0,0,,0,1446,110,125,167,167,247,630,4,2,10,,3,7,26,125,0,247,630,110,167,167,1446,66,0,130,326,57,87,87,753,59,0,117,304,53,80,80,693,102,0,201,511,90,136,136,1176,112,0,221,560,99,149,149,1290,91,0,179,456,79,121,121,1047,102,0,201,511,90,136,136,1176,0,0,0,0,0,0,0,,3,2,1,,3,,,2,,1,,,,2,1,1,1,1,1,,,,,,,,,,,1,7,7,1,1,1,2,,,,1,,,,1,1,1,,5,6,41,3,7,10,2,6,14,2,3,3,6,7,19,2,6,5,,,,,,,,,190,17,11,30,88,21,23,,,,,,,,,,,,,,,0,0,0
11/5/2016,5,11,2016,6,1,44,1,0,,0,1454,110,125,168,168,247,636,4,1,8,,1,11,25,125,0,247,636,110,168,168,1454,65,0,128,325,56,87,87,748,60,0,119,311,54,81,81,706,102,0,201,513,90,135,135,1176,110,0,217,554,97,148,148,1274,90,0,177,454,78,119,119,1037,102,0,201,513,90,135,135,1176,0,0,0,0,0,0,0,1,2,3,,,1,,,1,,,1,,,1,1,,2,,2,3,,,,,,,,,,,3,12,3,,5,,,,1,,2,,,1,,,1,2,20,43,7,10,16,,2,10,,,2,1,5,7,1,1,1,,,,,,,,,174,4,13,34,81,11,31,,,,,,,,,,,,,,,0,0,0
11/6/2016,6,11,2016,7,1,44,1,0,,0,1392,105,120,161,161,237,608,4,3,8,,5,9,29,120,0,237,608,105,161,161,1392,63,0,124,313,54,83,83,720,57,0,113,295,51,78,78,672,97,0,191,489,85,130,130,1122,108,0,213,542,95,144,144,1246,86,0,169,434,74,115,115,993,97,0,191,489,85,130,130,1122,0,0,0,0,0,0,0,,1,,,2,,,,1,,1,,,,,,,4,,,1,1,2,1,,,,,,,1,,9,1,,1,,,1,,1,1,,,1,,,,5,16,58,,5,8,3,8,11,1,,,,2,5,,2,1,,,,,,,,,155,9,3,27,87,13,16,,,,,,,,,,,,,,,0,0,0
11/7/2016,7,11,2016,1,2,45,0,0,,0,1394,106,120,161,161,237,609,6,3,8,1,3,10,31,120,0,237,609,106,161,161,1394,63,0,124,313,55,84,84,723,57,0,113,296,51,77,77,671,98,0,193,495,87,131,131,1135,108,0,213,543,96,145,145,1250,87,0,171,441,76,116,116,1007,98,0,193,495,87,131,131,1135,0,0,0,0,0,0,0,1,3,1,,1,3,,,1,,1,,1,,2,,,2,,1,4,,,,,,,,,,1,2,8,2,2,1,1,,,1,1,2,,,2,,,,5,19,43,3,8,11,2,3,14,1,1,2,1,3,11,1,,1,,,,,,,,,173,12,8,31,86,14,22,,,,,,,,,,,,,,,0,0,0
11/8/2016,8,11,2016,2,2,45,0,0,,0,1386,104,119,161,161,235,606,7,6,15,,5,11,44,119,0,235,606,104,161,161,1386,62,0,122,310,53,83,83,713,57,0,113,296,51,78,78,673,98,0,193,495,86,131,131,1134,107,0,211,540,94,144,144,1240,87,0,171,440,75,116,116,1005,98,0,193,495,86,131,131,1134,0,0,0,0,0,0,0,,2,1,1,1,2,1,,2,,1,1,,1,,,,,1,1,1,,,1,,,,,,,,,1,,,7,1,,2,,1,2,,,1,,,,5,14,53,5,4,7,1,2,12,,2,3,,2,7,1,,1,,,,,,,,,151,9,7,22,80,9,24,,,,,,,,,,,,,,,0,0,0
11/9/2016,9,11,2016,3,2,45,0,0,,0,1377,104,119,159,159,235,601,5,2,14,,2,16,39,119,0,235,601,104,159,159,1377,63,0,124,312,54,83,83,719,56,0,111,289,50,76,76,658,98,0,193,492,86,130,130,1129,107,0,211,535,94,142,142,1231,87,0,171,437,75,115,115,1000,98,0,193,492,86,130,130,1129,0,0,0,0,0,0,0,1,1,3,,,2,,,4,,,1,1,,,1,,4,1,1,2,,,,,,,,,,2,3,12,1,1,1,1,,,2,1,1,,,,,,,11,15,53,2,5,7,,6,10,1,1,1,1,4,4,1,2,,,,,,,,,,171,18,8,30,88,10,17,,,,,,,,,,,,,,,0,0,0
11/10/2016,10,11,2016,4,2,45,0,0,,0,1425,108,123,164,164,243,623,5,8,14,,6,15,48,123,0,243,623,108,164,164,1425,63,0,124,311,54,83,83,718,60,0,119,312,54,81,81,707,102,0,201,514,90,135,135,1177,108,0,213,541,95,144,144,1245,90,0,177,456,78,119,119,1039,102,0,201,514,90,135,135,1177,0,0,0,0,0,0,0,1,1,5,,,2,,1,3,,,,1,2,2,,1,,,1,5,,,1,,,,,,,,1,12,1,2,3,1,1,1,2,2,1,,1,1,1,,2,7,13,40,4,3,9,1,1,14,,1,3,1,1,7,1,2,1,,,,,,,,,167,12,9,23,90,11,22,,,,,,,,,,,,,,,0,0,0
11/11/2016,11,11,2016,5,2,45,0,0,,0,1456,111,126,168,168,249,634,5,3,12,,1,11,32,126,0,249,634,111,168,168,1456,66,0,130,326,57,87,87,753,60,0,119,308,54,81,81,703,103,0,203,515,91,137,137,1186,113,0,223,564,100,150,150,1300,92,0,181,460,80,122,122,1057,103,0,203,515,91,137,137,1186,0,0,0,0,0,0,0,1,2,7,1,,,,1,1,,,,2,,3,1,1,5,,1,1,,,1,,,,,,,2,3,8,,,,2,,3,,,,,,5,,1,,5,11,48,9,8,12,1,3,9,,2,2,,1,11,1,4,,,,,,,,,,179,13,12,22,96,16,20,2,,,2,,,4,,,,,,,,0,0,0
11/12/2016,12,11,2016,6,2,45,1,0,,0,1452,110,125,168,168,247,634,6,4,6,1,6,9,32,125,0,247,634,110,168,168,1452,65,0,128,325,56,87,87,748,60,0,119,309,54,81,81,704,102,0,201,511,90,135,135,1174,110,0,217,552,97,148,148,1272,90,0,177,452,78,119,119,1035,102,0,201,511,90,135,135,1174,0,0,0,0,0,0,0,1,,3,,2,1,,2,,,1,,,1,4,,2,3,1,1,2,1,1,3,,,,,,,1,3,17,,,2,2,,2,,2,,,2,1,,,,7,13,46,,6,4,,3,7,,1,1,1,4,9,2,2,2,,,,,,,,,169,13,3,29,91,17,16,,,,,,,,,,,,,,,0,0,0
11/13/2016,13,11,2016,7,2,45,1,0,,0,1402,106,121,162,162,239,612,6,1,17,,5,14,43,121,0,239,612,106,162,162,1402,63,0,124,313,54,83,83,720,58,0,115,299,52,79,79,682,98,0,193,493,86,131,131,1132,109,0,215,546,96,145,145,1256,87,0,171,438,75,116,116,1003,98,0,193,493,86,131,131,1132,0,0,0,0,0,0,0,,2,6,1,,2,,,5,,1,,,1,1,,1,7,,,2,,,,,,,,,,1,2,8,1,1,3,2,,,,2,1,,,1,,,,4,13,49,4,7,6,1,,8,1,1,3,,2,6,1,3,2,,,,,,,,,162,8,8,20,86,16,24,,,,,,,,,,,,,,,0,0,0
11/14/2016,14,11,2016,1,3,46,0,0,,0,1393,106,120,161,161,237,608,6,4,11,,3,12,36,120,0,237,608,106,161,161,1393,62,0,122,308,54,83,83,712,58,0,115,300,52,78,78,681,99,0,195,499,88,132,132,1145,108,0,213,542,96,145,145,1249,88,0,173,445,77,117,117,1017,99,0,195,499,88,132,132,1145,0,0,0,0,0,0,0,1,2,2,,,1,,1,1,,1,,1,,1,1,,6,,,2,1,2,1,,,,,,,2,4,8,,3,2,2,1,3,,,,,,2,,,,8,14,53,8,10,16,2,4,10,2,,,1,3,9,,,1,,,,,,,,,192,17,12,29,91,16,27,,,,,,,,,,,,,,,0,0,0
11/15/2016,15,11,2016,2,3,46,0,0,,0,1386,104,119,161,161,235,606,6,4,13,1,7,11,42,119,0,235,606,104,161,161,1386,62,0,122,310,53,83,83,713,57,0,113,296,51,78,78,673,98,0,193,495,86,131,131,1134,107,0,211,540,94,144,144,1240,87,0,171,440,75,116,116,1005,98,0,193,495,86,131,131,1134,0,0,0,0,0,0,0,,2,3,,,1,,,1,1,,,1,,1,1,2,3,2,2,,,,,,,,,,,1,1,11,,1,2,1,,2,1,1,1,,,2,,1,,2,22,51,4,11,6,2,5,15,,2,2,2,2,9,,2,2,,,,,,,,,184,11,7,34,95,20,17,,,,,,,,,,,,,,,0,0,0
11/16/2016,16,11,2016,3,3,46,0,0,,0,1387,105,120,160,160,237,605,7,6,12,,2,11,38,120,0,237,605,105,160,160,1387,63,0,124,312,54,83,83,719,57,0,113,293,51,77,77,668,99,0,195,496,87,131,131,1139,108,0,213,539,95,143,143,1241,88,0,173,441,76,116,116,1010,99,0,195,496,87,131,131,1139,0,0,0,0,0,0,0,1,1,4,1,1,2,,1,5,1,,,2,,2,,1,1,1,3,2,,1,,,,,,,,3,2,7,,,1,2,1,1,,1,2,,,3,,,,9,12,51,4,5,8,,2,9,1,4,2,1,,5,2,1,4,,,,,,,,,173,19,9,22,89,14,20,,,,,,,,,,,,,,,0,0,0
11/17/2016,17,11,2016,4,3,46,0,0,,0,1425,108,123,164,164,243,623,6,5,19,1,1,8,40,123,0,243,623,108,164,164,1425,63,0,124,311,54,83,83,718,60,0,119,312,54,81,81,707,102,0,201,514,90,135,135,1177,108,0,213,541,95,144,144,1245,90,0,177,456,78,119,119,1039,102,0,201,514,90,135,135,1177,0,0,0,0,0,0,0,,1,3,,2,2,1,,2,,,,1,1,2,,1,2,1,1,1,,,,,,,,,,2,5,11,,,5,1,,2,1,1,1,,1,,,,,9,16,70,3,8,11,1,3,7,2,3,2,,5,6,2,4,1,,,,,,,,,204,16,8,33,104,19,24,,,,,,,,,,,,,,,0,0,0
11/18/2016,18,11,2016,5,3,46,0,0,,0,1446,110,125,167,167,247,630,1,4,9,,2,11,27,125,0,247,630,110,167,167,1446,66,0,130,326,57,87,87,753,59,0,117,304,53,80,80,693,102,0,201,511,90,136,136,1176,112,0,221,560,99,149,149,1290,91,0,179,456,79,121,121,1047,102,0,201,511,90,136,136,1176,0,0,0,0,0,0,0,1,2,7,,,1,,,4,,,1,3,,3,,1,2,1,2,2,,,1,,,,,,,2,5,19,,2,4,,,2,,1,,,,,,,,5,14,53,7,5,7,2,5,11,,2,1,2,5,12,2,3,1,,,,,,,,,203,16,9,33,113,14,18,,,,,1,,1,,,,,,,,0,0,0
11/19/2016,19,11,2016,6,3,46,1,0,,0,1452,110,125,168,168,247,634,5,4,15,,2,12,38,125,0,247,634,110,168,168,1452,65,0,128,325,56,87,87,748,60,0,119,309,54,81,81,704,102,0,201,511,90,135,135,1174,110,0,217,552,97,148,148,1272,90,0,177,452,78,119,119,1035,102,0,201,511,90,135,135,1174,0,0,0,0,0,0,0,1,1,7,,1,1,1,,3,,1,2,2,,,,1,3,,,1,,,1,,,,,,,,2,6,,,1,,,1,,,,,1,,,,,5,17,74,6,12,9,1,,11,,3,1,1,3,15,1,2,3,,,,,,,,,201,11,7,24,118,20,21,,,,,,,,,,,,,,,0,0,0
11/20/2016,20,11,2016,7,3,46,1,0,,0,1402,106,121,162,162,239,612,4,5,10,,3,12,34,121,0,239,612,106,162,162,1402,63,0,124,313,54,83,83,720,58,0,115,299,52,79,79,682,98,0,193,493,86,131,131,1132,109,0,215,546,96,145,145,1256,87,0,171,438,75,116,116,1003,98,0,193,493,86,131,131,1132,0,0,0,0,0,0,0,,1,2,,1,1,,1,2,,1,,,1,1,,3,3,,1,4,,,1,,,,,,,1,6,12,,,,,1,2,,1,3,,,1,,1,1,5,19,47,2,5,7,1,4,12,,1,2,,2,8,,,4,,,,,,,,,171,7,2,36,91,13,22,,,,,,,,,,,,,,,0,0,0
11/21/2016,21,11,2016,1,4,47,0,0,,0,1393,106,120,161,161,237,608,6,4,13,1,4,9,37,120,0,237,608,106,161,161,1393,62,0,122,308,54,83,83,712,58,0,115,300,52,78,78,681,99,0,195,499,88,132,132,1145,108,0,213,542,96,145,145,1249,88,0,173,445,77,117,117,1017,99,0,195,499,88,132,132,1145,0,0,0,0,0,0,0,,1,5,,1,1,,,4,,,,1,,5,2,1,,,,6,,,1,,,,,,,,1,9,1,,2,2,,2,2,1,1,,,,1,1,,9,19,75,5,5,12,2,2,9,2,3,1,,5,8,,2,,,,,,,,,,210,14,13,28,123,14,18,,,,,,,,,,,,,,,0,0,0
11/22/2016,22,11,2016,2,4,47,0,0,,0,1396,105,120,162,162,237,610,7,4,18,1,2,11,43,120,0,237,610,105,162,162,1396,62,0,122,310,53,83,83,713,58,0,115,300,52,79,79,683,99,0,195,499,87,132,132,1144,108,0,213,544,95,145,145,1250,88,0,173,444,76,117,117,1015,99,0,195,499,87,132,132,1144,0,0,0,0,0,0,0,1,1,3,,,1,,1,4,1,2,,2,,2,,1,5,1,2,3,,1,1,,,,,,,1,2,15,,1,1,1,1,3,1,,,,,1,2,,,6,24,57,1,8,4,1,5,18,1,2,3,2,5,7,2,2,2,,,,,,,,,211,15,8,41,113,17,17,,,,,,,,,,,,,,,0,0,0
11/23/2016,23,11,2016,3,4,47,0,0,,0,1422,108,123,164,164,243,620,4,8,32,,3,9,56,123,0,243,620,108,164,164,1422,63,0,124,312,54,83,83,719,60,0,119,308,54,81,81,703,102,0,201,511,90,135,135,1174,111,0,219,554,98,147,147,1276,91,0,179,456,79,120,120,1045,102,0,201,511,90,135,135,1174,0,0,0,0,0,0,0,,1,2,,,1,1,,4,,,,,,5,1,1,1,1,1,3,,,1,,,,,,,,2,8,,1,2,2,,6,,,,,,,,,1,6,16,49,5,5,9,2,3,12,,3,1,2,3,11,2,2,2,,,,,,,,,178,14,8,26,100,12,18,2,,,3,,,5,,,,,,,,0,0,0
11/24/2016,24,11,2016,4,4,47,0,0,,0,1435,109,124,165,165,245,627,7,6,23,,5,11,52,124,0,245,627,109,165,165,1435,63,0,124,311,54,83,83,718,61,0,121,316,55,82,82,717,103,0,203,518,91,136,136,1187,109,0,215,545,96,145,145,1255,91,0,179,460,79,120,120,1049,103,0,203,518,91,136,136,1187,0,0,0,0,0,0,0,1,5,3,,1,2,,,5,,1,,1,,2,1,4,4,,,,2,,,,,,,,,,4,18,,2,6,2,1,2,,1,,,,1,,1,,9,23,77,8,5,7,,4,12,1,1,2,3,1,8,3,2,5,,,,,,,,,241,16,15,38,128,18,26,,,,,,,,,,,,,,,0,0,0
11/25/2016,25,11,2016,5,4,47,0,0,,0,1481,113,128,171,171,253,645,4,7,25,1,1,7,45,128,0,253,645,113,171,171,1481,66,0,130,326,57,87,87,753,62,0,123,319,56,84,84,728,105,0,207,526,93,140,140,1211,115,0,227,575,102,153,153,1325,94,0,185,471,82,125,125,1082,105,0,207,526,93,140,140,1211,0,0,0,0,0,0,0,1,3,4,,,1,,,3,,,1,1,,8,,,3,1,1,1,,,1,,,,,,,,1,9,,2,4,1,,6,,,,,1,,,,,10,22,82,3,7,9,,1,10,1,5,2,1,3,10,2,2,1,,,,,,,,,224,15,6,32,133,16,22,,,,,,,,,,,,,,,0,0,0
11/26/2016,26,11,2016,6,4,47,1,0,,0,1464,111,126,169,169,249,640,6,7,31,1,4,13,62,126,0,249,640,111,169,169,1464,65,0,128,325,56,87,87,748,61,0,121,315,55,82,82,716,103,0,203,517,91,136,136,1186,111,0,219,558,98,149,149,1284,91,0,179,458,79,120,120,1047,103,0,203,517,91,136,136,1186,0,0,0,0,0,0,0,,2,6,,,2,,1,2,,1,,,,7,,1,4,1,1,1,,,,,,,,,,,6,4,,1,1,1,,6,,1,2,,,2,,,1,7,23,63,4,8,11,3,6,6,,5,5,,3,10,,4,4,,,,,,,,,216,12,4,42,107,21,30,,,,,,,,,,,,,,,0,0,0
11/27/2016,27,11,2016,7,4,47,1,0,,0,1438,109,124,166,166,245,628,5,7,37,,5,12,66,124,0,245,628,109,166,166,1438,63,0,124,313,54,83,83,720,61,0,121,315,55,83,83,718,101,0,199,509,89,135,135,1168,112,0,221,562,99,149,149,1292,90,0,177,454,78,120,120,1039,101,0,199,509,89,135,135,1168,0,0,0,0,0,0,0,1,,3,2,1,1,,2,3,,,,1,2,5,,,3,,,1,,,,,,,,,,1,3,13,2,,3,3,,2,1,1,,,1,,,,,11,25,75,3,5,7,,3,12,,,1,1,4,12,,1,2,,,,,,,,,217,18,8,40,126,8,17,,,,,,,,,,,,,,,0,0,0
11/28/2016,28,11,2016,1,5,48,0,0,,0,1439,110,124,166,166,245,628,6,1,29,1,2,9,48,124,0,245,628,110,166,166,1439,62,0,122,308,54,83,83,712,62,0,123,320,56,83,83,727,103,0,203,519,92,137,137,1191,112,0,221,562,100,150,150,1295,92,0,181,465,81,122,122,1063,103,0,203,519,92,137,137,1191,0,0,0,0,0,0,0,,2,2,,,,,,1,1,,,,,7,1,1,,,,3,,1,2,,,,,,,2,3,8,,,3,,1,3,,,1,,1,1,,,,5,27,83,8,14,8,,4,13,2,,3,1,2,10,1,2,1,,,,,,,,,228,8,13,40,131,18,18,,,,,,,,,,,,,,,0,0,0
11/29/2016,29,11,2016,2,5,48,0,0,,0,1417,107,122,164,164,241,619,4,3,25,,4,12,48,122,0,241,619,107,164,164,1417,62,0,122,310,53,83,83,713,60,0,119,309,54,81,81,704,101,0,199,508,89,134,134,1165,109,0,215,549,96,146,146,1261,90,0,177,453,78,119,119,1036,101,0,199,508,89,134,134,1165,0,0,0,0,0,0,0,,1,1,,1,1,1,,3,,2,1,,,3,1,2,6,,1,,,,2,,,,,,,,2,15,,,2,,,4,,,,1,1,4,,1,,6,18,80,2,9,12,2,3,18,,1,2,1,2,10,,1,,,,,,,,,,223,11,3,28,138,17,26,,,,,,,,,,,,,,,0,0,0
