Date,Day,Month,Year,DayOfWeek,WeekofMonth,WeekOfYear,isWeekend,isHoliday,HolidayDesc,PolicyFlag,PCOP_SUM,PCOP_IFS,PCOP_CS,PCOP_LS,PCOP_LSS,PCOP_FS,PCOP_FSS,PCOP_SS33_55_88_CS,PCOP_SS33_55_88_FS,PCOP_SS33_55_88_FSS,PCOP_SS33_55_88_IFS,PCOP_SS33_55_88_LS,PCOP_SS33_55_88_LSS,PCOP_SS33_55_88_Sum,PCOP_SSS1_CS,PCOP_SSS1_CTS,PCOP_SSS1_FS,PCOP_SSS1_FSS,PCOP_SSS1_IFS,PCOP_SSS1_LS,PCOP_SSS1_LSS,PCOP_SSS1_Sum,PCOP_SSS2_CS,PCOP_SSS2_CTS,PCOP_SSS2_FS,PCOP_SSS2_FSS,PCOP_SSS2_IFS,PCOP_SSS2_LS,PCOP_SSS2_LSS,PCOP_SSS2_Sum,PCOP_SSS3_CS,PCOP_SSS3_CTS,PCOP_SSS3_FS,PCOP_SSS3_FSS,PCOP_SSS3_IFS,PCOP_SSS3_LS,PCOP_SSS3_LSS,PCOP_SSS3_Sum,PCOP_SSS0_CS,PCOP_SSS0_CTS,PCOP_SSS0_FS,PCOP_SSS0_FSS,PCOP_SSS0_IFS,PCOP_SSS0_LS,PCOP_SSS0_LSS,PCOP_SSS0_Sum,PCOP_SS22_CS,PCOP_SS22_CTS,PCOP_SS22_FS,PCOP_SS22_FSS,PCOP_SS22_IFS,PCOP_SS22_LS,PCOP_SS22_LSS,PCOP_SS22_Sum,PCOP_SS80_CS,PCOP_SS80_CTS,PCOP_SS80_FS,PCOP_SS80_FSS,PCOP_SS80_IFS,PCOP_SS80_LS,PCOP_SS80_LSS,PCOP_SS80_Sum,PCOP_SS60_CS,PCOP_SS60_CTS,PCOP_SS60_FS,PCOP_SS60_FSS,PCOP_SS60_IFS,PCOP_SS60_LS,PCOP_SS60_LSS,PCOP_SS60_Sum,PCOP_SS77_CS,PCOP_SS77_FS,PCOP_SS77_FSS,PCOP_SS77_IFS,PCOP_SS77_LS,PCOP_SS77_LSS,PCOP_SS77_Sum,SS22_CS,SS22_FS,SS22_FSS,SS22_IFS,SS22_LS,SS22_LSS,SS33_CS,SS33_FS,SS33_FSS,SS33_IFS,SS33_LS,SS33_LSS,SS55_CS,SS55_FS,SS55_FSS,SS55_IFS,SS55_LS,SS55_LSS,SS60_CS,SS60_FS,SS60_FSS,SS60_IFS,SS60_LS,SS60_LSS,SS77_CS,SS77_FS,SS77_FSS,SS77_IFS,SS77_LS,SS77_LSS,SS80_CS,SS80_FS,SS80_FSS,SS80_IFS,SS80_LS,SS80_LSS,SS88_CS,SS88_FS,SS88_FSS,SS88_IFS,SS88_LS,SS88_LSS,SSS0_CS,SSS0_FS,SSS0_FSS,SSS0_IFS,SSS0_LS,SSS0_LSS,SSS1_CS,SSS1_FS,SSS1_FSS,SSS1_IFS,SSS1_LS,SSS1_LSS,SSS2_CS,SSS2_FS,SSS2_FSS,SSS2_IFS,SSS2_LS,SSS2_LSS,SSS3_CS,SSS3_FS,SSS3_FSS,SSS3_IFS,SSS3_LS,SSS3_LSS,SSSA_IFS,SSSH_FSS,SSYY_CS,SSYY_FS,SSYY_FSS,SSYY_IFS,SSYY_LS,SSYY_LSS,ASBCU_SUM,ASBCU_CS,ASBCU_IFS,ASBCU_FS,ASBCU_FSS,ASBCU_LS,ASBCU_LSS,ASBCU_VL99CS,ASBCU_VL99FS,ASBCU_VL99FSS,ASBCU_VL99IFS,ASBCU_VL99LS,ASBCU_VL99LSS,ASBCU_SUM_VL99,PSBCU_SUM,PSBCU_IFS,PSBCU_CS,PSBCU_LS,PSBCU_LSS,PSBCU_FS,PSBCU_FSS,PSBCU_IFS-CS,PSBCU_FS-FSS,PSBCU_LS-LSS
5/19/2017,19,5,2017,5,3,20,0,0,,0,1477,114,127,167,167,252,650,4,12,34,2,3,3,58,127,0,252,650,114,167,167,1477,65,0,128,327,57,84,84,745,62,0,124,323,57,83,83,732,104,0,206,531,94,136,136,1207,114,0,226,578,103,149,149,1319,94,0,186,479,84,123,123,1089,104,0,206,531,94,136,136,1207,0,0,0,0,0,0,0,,,5,,1,1,,,2,1,,,,3,12,1,1,,,,3,,,1,,,,,,,1,1,19,4,4,2,,,5,,,1,,,,,,,2,5,44,1,9,16,,4,9,2,1,1,,1,5,,,1,,,,,,,,,169,3,9,14,104,16,23,,,,,,,,,,,,,,,0,0,0
5/20/2017,20,5,2017,6,3,20,1,0,,0,1470,113,126,165,165,250,651,4,13,30,3,7,6,63,126,0,250,651,113,165,165,1470,63,0,124,322,55,81,81,726,63,0,126,329,58,84,84,744,103,0,204,527,93,134,134,1195,111,0,220,567,100,145,145,1288,92,0,182,472,82,120,120,1068,103,0,204,527,93,134,134,1195,0,0,0,0,0,0,0,,,3,,,3,,,2,,,3,,5,11,,1,1,,1,3,,,1,,,,,,,3,2,19,,,,,,2,,3,,,,,,,,2,8,52,,6,12,3,4,7,1,,1,,3,10,,3,1,,,,,,,,,176,8,1,23,109,13,22,,,,,,,,,,,,,,,0,0,0
5/21/2017,21,5,2017,7,3,20,1,0,,0,1422,109,122,161,161,242,627,6,11,27,2,7,6,59,122,0,242,627,109,161,161,1422,62,0,122,313,54,80,80,711,60,0,120,314,55,81,81,711,99,0,196,508,89,130,130,1152,110,0,218,559,99,144,144,1274,89,0,176,457,79,117,117,1035,99,0,196,508,89,130,130,1152,0,0,0,0,0,0,0,,,1,1,2,4,,,,,2,1,2,1,10,1,2,2,,,2,,,,,,,,,,4,4,8,1,1,1,,,,1,,,,,1,,,,1,9,43,,8,14,1,2,15,2,1,1,1,1,3,,1,,,,,,,,,,155,9,6,17,83,17,23,,,,,,,,,,,,,,,0,0,0
5/22/2017,22,5,2017,1,4,21,0,0,,0,1414,108,121,161,161,240,623,5,11,23,,4,5,48,121,0,240,623,108,161,161,1414,61,0,120,309,53,80,80,703,60,0,120,314,55,81,81,711,101,0,200,518,91,133,133,1176,109,0,216,555,98,144,144,1266,91,0,180,466,81,120,120,1058,101,0,200,518,91,133,133,1176,0,0,0,0,0,0,0,,1,5,1,,1,,,2,,,2,,,8,,1,1,,2,3,,,,,,,,,,4,5,20,3,3,2,,,2,,1,,,,,,,,,10,56,4,8,11,1,5,14,,,3,,1,8,,1,1,,,,,,,,,190,5,8,24,118,14,21,,,,,,,,,,,,,,,0,0,0
5/23/2017,23,5,2017,2,4,21,0,0,,0,1405,107,120,159,159,238,622,4,11,31,,5,6,57,120,0,238,622,107,159,159,1405,61,0,120,312,53,79,79,704,59,0,118,310,54,80,80,701,99,0,196,509,89,130,130,1153,108,0,214,554,97,142,142,1257,89,0,176,458,79,117,117,1036,99,0,196,509,89,130,130,1153,0,0,0,0,0,0,0,,,,,,,,1,1,,,,,3,7,,,,,,1,,2,,,,,,,,2,1,8,1,,1,,1,5,,1,2,,,,,,,2,17,49,2,10,13,2,11,14,2,3,1,,2,4,,1,1,,,,,,,,,171,6,5,36,89,17,18,,,,,,,,,,,,,,,0,0,0
5/24/2017,24,5,2017,3,4,21,0,0,,0,1396,107,120,158,158,238,615,4,13,34,1,3,4,59,120,0,238,615,107,158,158,1396,61,0,120,308,53,79,79,700,59,0,118,307,54,79,79,696,99,0,196,506,89,129,129,1148,108,0,214,547,97,141,141,1248,89,0,176,455,79,116,116,1031,99,0,196,506,89,129,129,1148,0,0,0,0,0,0,0,,,1,,1,,,1,,,1,,,1,1,1,,,,,3,,,,,,,,,,3,4,12,,1,1,,1,2,,1,,,,,,,,1,13,41,2,2,12,2,6,17,2,2,2,,2,7,,,1,,,,,,,,,147,6,5,28,84,8,16,,,,,,,,,,,,,,,0,0,0
5/25/2017,25,5,2017,4,4,21,0,0,,0,1446,111,124,163,163,246,639,4,12,26,3,5,5,55,124,0,246,639,111,163,163,1446,62,0,122,313,54,80,80,711,62,0,124,326,57,83,83,735,104,0,206,534,94,135,135,1208,109,0,216,555,98,143,143,1264,92,0,182,474,82,120,120,1070,104,0,206,534,94,135,135,1208,0,0,0,0,0,0,0,,1,3,,,2,,,2,,,,,2,5,,1,,,,2,,1,1,,,,,,,3,1,24,,2,,,,2,,2,1,,,1,,,,1,12,41,2,4,10,1,3,17,1,3,2,1,1,4,1,3,1,,,,,,,,,164,6,4,20,101,16,17,,,,,,,,,,,,,,,0,0,0
5/26/2017,26,5,2017,5,4,21,0,0,,0,1477,114,127,167,167,252,650,1,10,26,,3,6,46,127,0,252,650,114,167,167,1477,65,0,128,327,57,84,84,745,62,0,124,323,57,83,83,732,104,0,206,531,94,136,136,1207,114,0,226,578,103,149,149,1319,94,0,186,479,84,123,123,1089,104,0,206,531,94,136,136,1207,0,0,0,0,0,0,0,,,2,,,1,1,,,,1,,,2,13,,,2,,,3,,1,,,,,,,,4,1,28,2,3,1,,,2,,,,,,1,,,,4,24,41,2,11,11,,2,14,,1,,,2,5,,1,1,,,,,,,,,187,9,4,31,109,18,16,,,,,,,,,,,,,,,0,0,0
5/27/2017,27,5,2017,6,4,21,1,0,,0,1470,113,126,165,165,250,651,5,14,33,,3,4,59,126,0,250,651,113,165,165,1470,63,0,124,322,55,81,81,726,63,0,126,329,58,84,84,744,103,0,204,527,93,134,134,1195,111,0,220,567,100,145,145,1288,92,0,182,472,82,120,120,1068,103,0,204,527,93,134,134,1195,0,0,0,0,0,0,0,,1,,,1,,,,4,,,,,2,5,,,,,,2,,,,,,,,,,2,2,18,,,1,,,2,,,,,,,,,,1,9,40,,6,12,2,3,14,,5,3,1,,9,,,2,,,,,,,,,147,6,0,17,94,12,18,,,,,,,,,,,,,,,0,0,0
5/28/2017,28,5,2017,7,4,21,1,0,,0,1422,109,122,161,161,242,627,3,14,30,3,7,7,64,122,0,242,627,109,161,161,1422,62,0,122,313,54,80,80,711,60,0,120,314,55,81,81,711,99,0,196,508,89,130,130,1152,110,0,218,559,99,144,144,1274,89,0,176,457,79,117,117,1035,99,0,196,508,89,130,130,1152,0,0,0,0,0,0,0,,,2,,,,1,2,1,,,,,,11,,1,,,,3,,1,1,,,,,,,2,2,18,1,2,2,,1,3,,1,,,,,,,,2,4,48,1,6,10,,2,15,,2,1,,1,5,,1,,,,,,,,,,153,5,2,12,106,14,14,,,,,,,,,,,,,,,0,0,0
5/29/2017,29,5,2017,1,5,22,0,0,,0,1414,108,121,161,161,240,623,3,12,23,1,4,3,46,121,0,240,623,108,161,161,1414,61,0,120,309,53,80,80,703,60,0,120,314,55,81,81,711,101,0,200,518,91,133,133,1176,109,0,216,555,98,144,144,1266,91,0,180,466,81,120,120,1058,101,0,200,518,91,133,133,1176,0,0,0,0,0,0,0,,1,2,,1,1,,,2,,,1,1,,6,1,1,,,1,2,,,1,,,,,,,3,5,14,,2,3,,,3,,1,,,,,,,,5,5,41,,6,15,1,4,16,1,2,1,,2,,,1,1,,,,,,,,,153,10,2,18,86,14,23,,,,,,,,,,,,,,,0,0,0
5/30/2017,30,5,2017,2,5,22,0,0,,0,1426,108,122,162,162,242,630,4,12,33,3,6,5,63,122,0,242,630,108,162,162,1426,63,0,124,320,54,82,82,725,59,0,118,310,54,80,80,701,100,0,198,513,89,132,132,1164,110,0,218,562,98,145,145,1278,90,0,178,462,79,119,119,1047,100,0,198,513,89,132,132,1164,0,0,0,0,0,0,0,,,1,,,2,,,1,1,,,,1,2,1,1,1,,,,,1,2,,,,,,,2,3,12,2,1,3,,,2,,,1,,,,,,,2,13,49,1,9,8,,1,9,,1,1,,5,6,2,2,1,,,,,,,,,150,4,7,23,82,15,19,,,,,,,,,,,,,,,0,0,0
5/31/2017,31,5,2017,3,5,22,0,0,,0,1431,110,123,162,162,244,630,4,10,27,,7,6,54,123,0,244,630,110,162,162,1431,63,0,124,316,55,81,81,720,60,0,120,314,55,81,81,711,101,0,200,517,91,132,132,1173,111,0,220,562,100,145,145,1283,91,0,180,466,81,119,119,1056,101,0,200,517,91,132,132,1173,0,0,0,0,0,0,0,,,4,1,,1,,,1,,,,,,6,1,2,2,,,1,,1,1,,,,,,,2,2,1,1,2,3,,,3,,,1,,,,,,,3,10,39,2,6,11,1,3,9,,1,1,1,2,3,,1,1,,,,,,,,,130,7,5,17,67,13,21,,,,,,,,,,,,,,,0,0,0
6/1/2017,1,6,2017,4,1,22,0,0,,0,1456,112,125,164,164,248,643,3,15,23,,,8,49,125,0,248,643,112,164,164,1456,63,0,124,317,55,81,81,721,62,0,124,326,57,83,83,735,105,0,208,538,95,136,136,1218,110,0,218,559,99,144,144,1274,92,0,182,474,82,120,120,1070,105,0,208,538,95,136,136,1218,0,0,0,0,0,0,0,1,,3,,1,1,,,3,,,,1,2,3,,,1,,,1,,1,,,,,,,,6,,8,2,4,2,,1,5,,2,1,,,,,,,2,12,49,3,6,6,,5,14,1,3,,1,3,7,,1,1,,,,,,,,,163,11,6,23,93,18,12,,,,,,,,,,,,,,,0,0,0
6/2/2017,2,6,2017,5,1,22,0,0,,0,1480,114,127,167,167,252,653,3,13,25,,3,10,54,127,0,252,653,114,167,167,1480,65,0,128,330,57,84,84,748,62,0,124,323,57,83,83,732,103,0,204,527,93,135,135,1197,114,0,226,581,103,149,149,1322,93,0,184,475,83,122,122,1079,103,0,204,527,93,135,135,1197,0,0,0,0,0,0,0,,,5,,2,2,,,2,,,1,,,2,,1,1,,,3,,,,,,,,,,2,5,6,,,4,1,,5,,1,,,,1,,,,4,4,40,1,8,6,,2,7,1,1,1,,1,5,1,,,,,,,,,,,126,7,3,12,76,13,15,,,,,,,,,,,,,,,0,0,0
6/3/2017,3,6,2017,6,1,22,1,0,,0,1467,113,126,165,165,250,648,,12,28,,5,8,53,126,0,250,648,113,165,165,1467,63,0,124,319,55,81,81,723,63,0,126,329,58,84,84,744,103,0,204,527,93,134,134,1195,111,0,220,564,100,145,145,1285,92,0,182,472,82,120,120,1068,103,0,204,527,93,134,134,1195,0,0,0,0,0,0,0,,,4,,,3,,,5,,1,2,,2,4,,2,2,,2,3,,,1,,,,,,,3,7,10,,1,7,,,7,,,2,,,,,,,1,13,37,5,6,7,1,3,10,2,2,1,,1,3,,,2,,,,,,,,,162,5,7,28,83,12,27,,,,,,,,,,,,,,,0,0,0
6/4/2017,4,6,2017,7,1,22,1,0,,0,1422,109,122,161,161,242,627,,14,27,1,3,9,54,122,0,242,627,109,161,161,1422,62,0,122,313,54,80,80,711,60,0,120,314,55,81,81,711,99,0,196,508,89,130,130,1152,110,0,218,559,99,144,144,1274,89,0,176,457,79,117,117,1035,99,0,196,508,89,130,130,1152,0,0,0,0,0,0,0,,,3,,,,,,2,,,1,,1,1,,1,1,,1,,1,,1,,,,,,,1,1,7,1,,2,,1,2,,,2,,,1,,,,5,5,38,1,3,6,1,4,10,,1,1,,3,7,,3,,,,,,,,,,119,7,3,16,71,8,14,,,,,,,,,,,,,,,0,0,0
6/5/2017,5,6,2017,1,2,23,0,0,,0,1444,111,124,164,164,246,635,,16,31,,3,7,57,124,0,246,635,111,164,164,1444,64,0,126,321,56,83,83,733,60,0,120,314,55,81,81,711,102,0,202,522,92,134,134,1186,112,0,222,567,101,147,147,1296,91,0,180,466,81,120,120,1058,102,0,202,522,92,134,134,1186,0,0,0,0,0,0,0,,,6,,,2,,2,4,,1,2,,2,5,,,,,,4,,,,,,,,,,1,6,9,,1,6,,,5,,2,1,,,,,,,5,20,47,2,6,11,2,3,11,,1,4,,1,4,1,2,2,,,,,,,,,181,8,3,34,95,13,28,,,,,,,,,,,,,,,0,0,0
6/6/2017,6,6,2017,2,2,23,0,0,,0,1425,109,122,161,161,242,630,,16,27,,,7,50,122,0,242,630,109,161,161,1425,63,0,124,320,55,81,81,724,59,0,118,310,54,80,80,701,99,0,196,509,89,130,130,1153,110,0,218,562,99,144,144,1277,89,0,176,458,79,117,117,1036,99,0,196,509,89,130,130,1153,0,0,0,0,0,0,0,,,2,,1,,,1,4,,1,,,1,3,,,,,1,4,,,,,,,,,,,3,3,,1,9,,,5,,,2,,,,,,,5,13,41,6,8,6,,2,12,1,2,3,,1,2,,,1,,,,,,,,,144,5,7,22,76,13,21,,,,,,,,,,,,,,,0,0,0
6/7/2017,7,6,2017,3,2,23,0,0,,0,1423,109,122,162,162,242,626,,13,26,,3,6,48,122,0,242,626,109,162,162,1423,62,0,122,312,54,80,80,710,60,0,120,314,55,82,82,713,100,0,198,513,90,132,132,1165,110,0,218,558,99,144,144,1273,90,0,178,462,80,119,119,1048,100,0,198,513,90,132,132,1165,0,0,0,0,0,0,0,,,1,,,3,,1,4,,,2,,,4,,1,,,3,4,1,3,2,,,,,,,2,,11,1,1,3,,,3,,2,,,,1,,,,5,10,42,2,1,9,1,3,19,1,3,1,,1,4,2,1,1,,,,,,,,,159,8,7,18,93,12,21,,,,,,,,,,,,,,,0,0,0
6/8/2017,8,6,2017,4,2,23,0,0,,0,1456,112,125,164,164,248,643,,16,31,,2,8,57,125,0,248,643,112,164,164,1456,63,0,124,317,55,81,81,721,62,0,124,326,57,83,83,735,105,0,208,538,95,136,136,1218,110,0,218,559,99,144,144,1274,92,0,182,474,82,120,120,1070,105,0,208,538,95,136,136,1218,0,0,0,0,0,0,0,,,1,,,,,,5,,1,1,,2,10,,,2,1,1,1,,,,,,,,,,3,3,12,,2,6,,1,5,,1,,,,,,,,5,10,37,3,9,5,2,4,12,,1,3,,3,8,1,5,2,,,,,,,,,168,11,4,24,91,19,19,,,,,,,,,,,,,,,0,0,0
6/9/2017,9,6,2017,5,2,23,0,0,,0,1480,114,127,167,167,252,653,,12,24,,3,8,47,127,0,252,653,114,167,167,1480,65,0,128,330,57,84,84,748,62,0,124,323,57,83,83,732,103,0,204,527,93,135,135,1197,114,0,226,581,103,149,149,1322,93,0,184,475,83,122,122,1079,103,0,204,527,93,135,135,1197,0,0,0,0,0,0,0,,3,5,,,1,,,4,,,,,1,10,,2,1,,,,,1,,,,,,,,,4,13,2,1,7,,1,5,,,2,,,,,,,7,8,40,3,7,14,1,2,7,1,,1,,1,1,,1,,,,,,,,,,157,8,6,20,85,12,26,,,,,,,,,,,,,,,0,0,0
6/10/2017,10,6,2017,6,2,23,1,0,,0,1467,113,126,165,165,250,648,,16,21,,2,8,47,126,0,250,648,113,165,165,1467,63,0,124,319,55,81,81,723,63,0,126,329,58,84,84,744,103,0,204,527,93,134,134,1195,111,0,220,564,100,145,145,1285,92,0,182,472,82,120,120,1068,103,0,204,527,93,134,134,1195,0,0,0,0,0,0,0,,1,,,,1,,1,1,,,1,1,,7,,2,,1,1,5,,2,1,,,,,,,3,5,10,3,1,9,,1,5,,,1,,,,,,,4,8,38,3,8,10,1,3,7,,,,3,4,7,1,1,3,,,,,,,,,164,13,7,24,80,14,26,,,,,,,,,,,,,,,0,0,0
6/11/2017,11,6,2017,7,2,23,1,0,,0,1422,109,122,161,161,242,627,,13,28,,2,9,52,122,0,242,627,109,161,161,1422,62,0,122,313,54,80,80,711,60,0,120,314,55,81,81,711,99,0,196,508,89,130,130,1152,110,0,218,559,99,144,144,1274,89,0,176,457,79,117,117,1035,99,0,196,508,89,130,130,1152,0,0,0,0,0,0,0,,2,4,,,,,,4,,,,,1,4,,,1,,1,1,,,1,,,,,,,2,5,10,,,2,,,4,,,1,,,,,,,4,14,40,4,6,7,1,6,11,,1,1,,2,5,,2,2,,,,,,,,,149,7,4,31,83,9,15,,,,,,,,,,,,,,,0,0,0
6/12/2017,12,6,2017,1,3,24,0,0,,0,1444,111,124,164,164,246,635,,16,25,,3,7,51,124,0,246,635,111,164,164,1444,64,0,126,321,56,83,83,733,60,0,120,314,55,81,81,711,102,0,202,522,92,134,134,1186,112,0,222,567,101,147,147,1296,91,0,180,466,81,120,120,1058,102,0,202,522,92,134,134,1186,0,0,0,0,0,0,0,,2,8,,,,,,3,,1,,,1,6,,1,,,2,3,,,,,,,,,,3,1,15,,,5,,2,6,,1,1,,,,,,,6,16,62,4,12,14,1,4,9,1,2,,,3,7,,,,,,,,,,,,202,10,5,31,119,17,20,,,,,,,,,,,,,,,0,0,0
6/13/2017,13,6,2017,2,3,24,0,0,,0,1425,109,122,161,161,242,630,,13,25,1,2,8,49,122,0,242,630,109,161,161,1425,63,0,124,320,55,81,81,724,59,0,118,310,54,80,80,701,99,0,196,509,89,130,130,1153,110,0,218,562,99,144,144,1277,89,0,176,458,79,117,117,1036,99,0,196,509,89,130,130,1153,0,0,0,0,0,0,0,,2,2,,,3,,,5,,,,,,7,,,2,,,,,1,1,,,,,,,1,,7,1,,4,,,6,1,1,2,,,,,,,4,17,55,1,9,10,2,2,9,,,,1,,6,,1,3,,,,,,,,,166,8,3,21,97,12,25,,,,,,,,,,,,,,,0,0,0
6/14/2017,14,6,2017,3,3,24,0,0,,0,1421,109,122,161,161,242,626,,16,30,,2,7,55,122,0,242,626,109,161,161,1421,62,0,122,312,54,80,80,710,60,0,120,314,55,81,81,711,100,0,198,513,90,131,131,1163,110,0,218,558,99,144,144,1273,90,0,178,462,80,118,118,1046,100,0,198,513,90,131,131,1163,0,0,0,0,0,0,0,,3,2,,,2,,1,6,,,,,3,5,,,2,,1,5,,,,,,,,,,3,2,12,1,1,6,,1,5,,,1,,,1,,,,2,9,44,1,16,13,2,6,8,1,,3,,3,7,,,1,,,,,,,,,179,7,3,29,95,17,28,,,,,,,,,,,,,,,0,0,0
6/15/2017,15,6,2017,4,3,24,0,0,,0,1456,112,125,164,164,248,643,,14,19,,3,9,45,125,0,248,643,112,164,164,1456,63,0,124,317,55,81,81,721,62,0,124,326,57,83,83,735,105,0,208,538,95,136,136,1218,110,0,218,559,99,144,144,1274,92,0,182,474,82,120,120,1070,105,0,208,538,95,136,136,1218,0,0,0,0,0,0,0,,1,3,,,1,,1,4,,,,,1,4,,1,2,1,1,2,,,1,,,,,,,1,3,19,2,1,1,,,3,,,3,,,,,,,6,10,62,2,8,9,3,1,3,1,2,3,,,6,2,3,,,,,,,,,,177,11,7,18,106,15,20,,,,,,,,,,,,,,,0,0,0
6/16/2017,16,6,2017,5,3,24,0,0,,0,1480,114,127,167,167,252,653,,14,16,,3,7,40,127,0,252,653,114,167,167,1480,65,0,128,330,57,84,84,748,62,0,124,323,57,83,83,732,103,0,204,527,93,135,135,1197,114,0,226,581,103,149,149,1322,93,0,184,475,83,122,122,1079,103,0,204,527,93,135,135,1197,0,0,0,0,0,0,0,,3,2,,,2,,1,3,,,1,,4,6,,,2,1,3,4,,,,,,,,,,,4,11,1,,5,,2,3,,,2,,,2,,,,2,13,45,2,6,6,,2,18,2,1,3,1,,8,1,,,,,,,,,,,172,4,6,32,102,7,21,,,,,,,,,,,,,,,0,0,0
6/17/2017,17,6,2017,6,3,24,1,0,,0,1467,113,126,165,165,250,648,,14,30,,6,10,60,126,0,250,648,113,165,165,1467,63,0,124,319,55,81,81,723,63,0,126,329,58,84,84,744,103,0,204,527,93,134,134,1195,111,0,220,564,100,145,145,1285,92,0,182,472,82,120,120,1068,103,0,204,527,93,134,134,1195,0,0,0,0,0,0,0,,1,3,,,1,,,1,,,,,2,6,,,1,,2,2,,1,1,,,,,,,,5,16,1,2,10,,1,3,,1,3,,,,,,,4,16,50,4,2,4,3,2,12,,3,3,,2,9,1,,1,,,,,,,,,179,7,6,31,102,9,24,,,,,,,,,,,,,,,0,0,0
6/18/2017,18,6,2017,7,3,24,1,0,,0,1422,109,122,161,161,242,627,,16,31,,2,6,55,122,0,242,627,109,161,161,1422,62,0,122,313,54,80,80,711,60,0,120,314,55,81,81,711,99,0,196,508,89,130,130,1152,110,0,218,559,99,144,144,1274,89,0,176,457,79,117,117,1035,99,0,196,508,89,130,130,1152,0,0,0,0,0,0,0,,1,2,,,2,,1,2,,,,,2,6,,1,1,,1,3,,2,,,,,,,,2,6,12,2,1,8,,,3,,,1,,,,,,,,8,37,3,6,6,3,3,15,1,,1,1,1,2,,,1,,,,,,,,,147,6,6,23,82,10,20,,,,,,,,,,,,,,,0,0,0
6/19/2017,19,6,2017,1,4,25,0,0,,0,1444,111,124,164,164,246,635,,14,24,,2,2,42,124,0,246,635,111,164,164,1444,64,0,126,321,56,83,83,733,60,0,120,314,55,81,81,711,102,0,202,522,92,134,134,1186,112,0,222,567,101,147,147,1296,91,0,180,466,81,120,120,1058,102,0,202,522,92,134,134,1186,0,0,0,0,0,0,0,,1,4,,,2,,,2,,,1,,3,4,,1,,,1,1,,,2,,,,,,,2,3,20,2,2,7,,,3,,,,,,,,,,3,25,48,2,9,11,1,7,16,,3,1,2,2,6,,,2,,,,,,,,,199,8,4,42,104,15,26,,,,,,,,,,,,,,,0,0,0
6/20/2017,20,6,2017,2,4,25,0,0,,0,1425,109,122,161,161,242,630,,15,26,,2,6,49,122,0,242,630,109,161,161,1425,63,0,124,320,55,81,81,724,59,0,118,310,54,80,80,701,99,0,196,509,89,130,130,1153,110,0,218,562,99,144,144,1277,89,0,176,458,79,117,117,1036,99,0,196,509,89,130,130,1153,0,0,0,0,0,0,0,,1,5,,,1,,1,1,,,,,1,8,,,1,,,3,,1,,,,,,,,2,3,11,1,,2,,1,1,,,,,,,,,,3,8,39,2,4,9,1,5,9,1,,3,,1,5,1,1,1,,,,,,,,,137,6,5,21,82,6,17,,,,,,,,,,,,,,,0,0,0
6/21/2017,21,6,2017,3,4,25,0,0,,0,1431,110,123,162,162,244,630,,11,21,,4,5,41,123,0,244,630,110,162,162,1431,63,0,124,316,55,81,81,720,60,0,120,314,55,81,81,711,100,0,198,513,90,131,131,1163,111,0,220,562,100,145,145,1283,90,0,178,462,80,118,118,1046,100,0,198,513,90,131,131,1163,0,0,0,0,0,0,0,,1,1,,,2,,,1,,,,,2,5,,2,1,,,1,,1,1,,,,,,,1,6,14,1,1,7,,1,3,,1,2,,,,,,,3,18,54,4,9,4,1,3,7,2,1,3,,1,7,,,,,,,,,,,,172,5,7,32,93,15,20,,,,,,,,,,,,,,,0,0,0
6/22/2017,22,6,2017,4,4,25,0,0,,0,1456,112,125,164,164,248,643,,11,21,,,5,37,125,0,248,643,112,164,164,1456,63,0,124,317,55,81,81,721,62,0,124,326,57,83,83,735,104,0,206,534,94,135,135,1208,110,0,218,559,99,144,144,1274,92,0,182,474,82,120,120,1070,104,0,206,534,94,135,135,1208,0,0,0,0,0,0,0,,2,1,,1,2,,,3,,,,,4,8,,,1,,,5,,1,2,,,,,,,2,,12,2,,4,,1,2,,,,,,,,,,7,14,41,5,10,8,2,4,15,,1,2,,2,6,,1,2,,,,,,,,,173,11,7,27,93,14,21,,,,,,,,,,,,,,,0,0,0
6/23/2017,23,6,2017,5,4,25,0,0,,0,1480,114,127,167,167,252,653,,9,21,,1,8,39,127,0,252,653,114,167,167,1480,65,0,128,330,57,84,84,748,62,0,124,323,57,83,83,732,103,0,204,527,93,135,135,1197,114,0,226,581,103,149,149,1322,93,0,184,475,83,122,122,1079,103,0,204,527,93,135,135,1197,0,0,0,0,0,0,0,,1,3,,,,,,2,,,,,2,7,,,2,,,4,,1,,,,,,,,,1,13,3,2,6,,,3,,,1,,,,,,,4,10,55,1,7,7,2,4,12,,2,2,,1,5,,,2,,,,,,,,,165,6,4,19,104,12,20,,,,,,,,,,,,,,,0,0,0
6/24/2017,24,6,2017,6,4,25,1,0,,0,1467,113,126,165,165,250,648,,13,20,,3,7,43,126,0,250,648,113,165,165,1467,63,0,124,319,55,81,81,723,63,0,126,329,58,84,84,744,103,0,204,527,93,134,134,1195,111,0,220,564,100,145,145,1285,92,0,182,472,82,120,120,1068,103,0,204,527,93,134,134,1195,0,0,0,0,0,0,0,,1,2,1,,1,,1,,,,1,,,3,,1,,,,3,,,,,,,,,,2,1,15,2,,6,,,1,,,1,,,,,,,6,12,55,,5,9,,6,15,,2,1,,4,1,,1,2,,,,,,,,,161,8,3,25,95,9,21,,,,,,,,,,,,,,,0,0,0
